Incident_ID,Report_Time,Phone_Number,Tags,Report_Count,Transaction_Amount,Victim_Demographic,Is_Fraud
UID-0c10de2e,2026-03-12 12:39:00,+886-905-345-127,"債務不履行,退款延遲",1,15000,上班族,0
UID-ba4d406f,2026-03-12 14:46:00,+886-904-560-071,"網路交友,AI濾鏡假冒",13,13560,碩博士,1
UID-6f511d5d,2026-03-13 02:14:00,+886-904-616-024,"網路交友,要求儲值,點數卡",11,72655,學生,1
UID-ddb816d7,2026-03-12 20:13:00,+886-901-140-045,"網路購物詐騙,假賣場",186,13893,高中職以下,1
UID-fe192b25,2026-03-13 08:45:00,+886-902-110-153,"假冒郵局,普發現金冒領",1,3720595,70+ 長者,1
UID-fc2e2127,2026-03-13 00:50:00,+886-903-880-082,"假投資,虛擬貨幣,高報酬",11,769877,50-69 中高齡,1
UID-3f8369e3,2026-03-12 20:30:00,+886-902-162-864,"假檢警,監管帳戶",2,2599682,50-69 中高齡,1
UID-bee6a5fe,2026-03-12 22:37:00,+886-905-741-779,"債務不履行,退款延遲",2,15000,50-69 中高齡,0
UID-21f8353a,2026-03-13 06:00:00,+886-902-195-963,"假冒郵局,普發現金冒領",2,4351575,50-69 中高齡,1
UID-c773410c,2026-03-12 09:03:00,+886-999-999-999,"機器人測試,惡意灌水",13399,0,未知,0
UID-908ec7b9,2026-03-12 20:36:00,+886-905-531-879,"司法文書送達,正常公務",2,0,學生,0
UID-0e6a1151,2026-03-13 03:38:00,+886-903-889-057,"假投資,內線交易,VIP通道",14,2767480,碩博士,1
UID-9e5b0825,2026-03-13 06:07:00,+886-901-586-038,"幽靈包裹,超商取貨",334,7847,大專院校,1
UID-f07a8e9d,2026-03-12 23:08:00,+886-903-889-027,"假投資,保證獲利",7,2248259,碩博士,1
UID-1079f6ef,2026-03-12 15:14:00,+886-905-634-507,"司法文書送達,正常公務",2,0,大專院校,0
UID-901737fd,2026-03-12 09:14:00,+886-905-509-482,"司法文書送達,正常公務",2,0,70+ 長者,0
UID-3f0fac13,2026-03-13 02:21:00,+886-905-925-100,"一般客訴,服務態度",1,0,上班族,0
UID-f7819c99,2026-03-12 13:04:00,+886-904-663-071,"網路交友,要求儲值,點數卡",9,114785,上班族,1
UID-ec27ed21,2026-03-12 15:42:00,+886-905-461-281,"債務不履行,退款延遲",1,500,學生,0
UID-1c759aa9,2026-03-12 12:49:00,+886-904-171-043,"網路交友,AI濾鏡假冒",13,18447,大專院校,1
UID-7c0908b6,2026-03-12 19:03:00,+886-901-891-032,"網路購物詐騙,假賣場",185,27192,學生,1
UID-7313768e,2026-03-13 02:17:00,+886-905-549-710,"司法文書送達,正常公務",1,500,學生,0
UID-d3532c02,2026-03-12 13:37:00,+886-904-533-011,"殺豬盤,平台無法出金",30,145278,學生,1
UID-744ec2bb,2026-03-13 00:34:00,+886-901-610-004,"幽靈包裹,超商取貨",151,9292,高中職以下,1
UID-ae040c86,2026-03-13 05:38:00,+886-905-935-208,"交易糾紛,商品瑕疵",1,15000,高中職以下,0
UID-103586df,2026-03-12 14:00:00,+886-903-886-093,"假投資,內線交易,VIP通道",5,3550579,50-69 中高齡,1
UID-7e428c2e,2026-03-12 17:07:00,+886-903-880-007,"假投資,資金盤",11,1912640,上班族,1
UID-6ac01b9f,2026-03-12 16:22:00,+886-905-571-640,"債務不履行,退款延遲",1,500,70+ 長者,0
UID-364529b4,2026-03-13 04:52:00,+886-905-115-776,"一般客訴,服務態度",1,0,70+ 長者,0
UID-f7356d98,2026-03-12 15:11:00,+886-902-170-577,"假冒郵局,普發現金冒領",2,5549485,70+ 長者,1
UID-2a15924a,2026-03-13 06:18:00,+886-904-797-066,"殺豬盤,平台無法出金",25,64411,大專院校,1
UID-1fd75937,2026-03-12 13:22:00,+886-905-182-717,"一般客訴,服務態度",2,0,學生,0
UID-f3e5a433,2026-03-12 09:18:00,+886-903-881-004,"假投資,內線交易,VIP通道",7,1506032,碩博士,1
UID-762ecd3d,2026-03-13 04:28:00,+886-905-798-138,"正常投資諮詢,理財規劃",2,0,學生,0
UID-505f171c,2026-03-13 00:41:00,+886-904-466-011,"網路交友,AI濾鏡假冒",4,55678,大專院校,1
UID-53885340,2026-03-12 23:46:00,+886-901-608-027,"網路購物詐騙,解除分期付款",261,16545,學生,1
UID-a8db68c4,2026-03-12 16:30:00,+886-901-329-032,"網路購物詐騙,ATM操作",205,23669,上班族,1
UID-32ad91bf,2026-03-12 11:13:00,+886-902-157-595,"假員警,偵查不公開",2,4893050,70+ 長者,1
UID-b196def8,2026-03-12 17:27:00,+886-905-280-588,"交易糾紛,商品瑕疵",1,15000,學生,0
UID-b0a289aa,2026-03-12 20:58:00,+886-904-972-012,"Threads廣告,假兼職",28,61078,大專院校,1
UID-c1503e44,2026-03-13 08:10:00,+886-905-526-305,"司法文書送達,正常公務",2,15000,大專院校,0
UID-22230dd2,2026-03-12 09:51:00,+886-903-881-076,"假投資,虛擬貨幣,高報酬",15,4235357,碩博士,1
UID-d1453ee0,2026-03-13 07:14:00,+886-904-893-051,"網路交友,AI濾鏡假冒",8,38680,上班族,1
UID-5c3835ab,2026-03-12 12:38:00,+886-903-889-063,"假投資,內線交易,VIP通道",7,1881780,大專院校,1
UID-a5600a69,2026-03-13 01:23:00,+886-902-144-170,"假檢警,監管帳戶",2,2710825,50-69 中高齡,1
UID-3da6c8be,2026-03-12 20:18:00,+886-905-846-375,"交易糾紛,商品瑕疵",1,3000,大專院校,0
UID-0b927550,2026-03-13 02:30:00,+886-902-176-380,"假員警,偵查不公開",3,5343486,70+ 長者,1
UID-72ee551d,2026-03-13 02:40:00,+886-903-888-025,"假投資,虛擬貨幣,高報酬",14,1982643,50-69 中高齡,1
UID-842b95a2,2026-03-12 14:22:00,+886-901-198-048,"網路購物詐騙,解除分期付款",191,14477,高中職以下,1
UID-7ce47df8,2026-03-12 15:47:00,+886-903-882-057,"假投資,虛擬貨幣,高報酬",5,3419507,上班族,1
UID-07363fe0,2026-03-12 17:37:00,+886-905-619-714,"司法文書送達,正常公務",2,15000,高中職以下,0
UID-84979fed,2026-03-12 22:30:00,+886-904-746-034,"網路交友,要求儲值,點數卡",19,139301,大專院校,1
UID-8e8eddc9,2026-03-12 11:25:00,+886-903-889-080,"假投資,內線交易,VIP通道",20,2295440,上班族,1
UID-85360ef0,2026-03-13 08:42:00,+886-904-104-092,"Threads廣告,假兼職",23,5245,學生,1
UID-91c2e493,2026-03-13 06:53:00,+886-901-949-036,"幽靈包裹,超商取貨",309,17660,大專院校,1
UID-6e90a740,2026-03-13 02:30:00,+886-905-324-669,"一般客訴,服務態度",1,0,50-69 中高齡,0
UID-37f5fce9,2026-03-13 06:17:00,+886-901-959-020,"網路購物詐騙,解除分期付款",277,18800,大專院校,1
UID-95132fd4,2026-03-13 00:53:00,+886-902-179-814,"假員警,偵查不公開",3,3193292,70+ 長者,1
UID-c57b340f,2026-03-12 14:38:00,+886-904-810-082,"Threads廣告,假兼職",26,87186,學生,1
UID-85cea73a,2026-03-13 04:50:00,+886-902-124-869,"假扣押財產,面交黃金白銀",3,5287685,50-69 中高齡,1
UID-1ba229f7,2026-03-13 07:41:00,+886-904-410-021,"殺豬盤,平台無法出金",5,114105,碩博士,1
UID-b848f1fa,2026-03-13 06:47:00,+886-903-883-001,"假投資,虛擬貨幣,高報酬",11,650723,碩博士,1
UID-1eacc27c,2026-03-12 16:24:00,+886-903-888-047,"假投資,資金盤",19,2834975,碩博士,1
UID-3d0b9702,2026-03-12 14:26:00,+886-901-468-021,"網路購物詐騙,解除分期付款",205,37302,高中職以下,1
UID-21c34efb,2026-03-12 16:15:00,+886-903-889-085,"假投資,虛擬貨幣,高報酬",5,801642,上班族,1
UID-ce296cdf,2026-03-12 13:14:00,+886-905-732-479,"一般客訴,服務態度",1,15000,上班族,0
UID-d6df0eca,2026-03-12 16:01:00,+886-902-105-308,"假扣押財產,面交黃金白銀",1,6065066,70+ 長者,1
UID-9bcd9ff9,2026-03-12 19:33:00,+886-905-597-165,"正常投資諮詢,理財規劃",1,0,70+ 長者,0
UID-7a249a8d,2026-03-13 02:12:00,+886-902-116-843,"假員警,偵查不公開",1,1917767,50-69 中高齡,1
UID-e4294317,2026-03-12 16:06:00,+886-905-358-405,"交易糾紛,商品瑕疵",2,500,50-69 中高齡,0
UID-42f5bcb6,2026-03-12 11:01:00,+886-903-887-038,"假投資,內線交易,VIP通道",10,1148653,上班族,1
UID-b9c54f2d,2026-03-12 11:24:00,+886-903-881-068,"假投資,資金盤",19,3874929,上班族,1
UID-f82bd915,2026-03-12 16:21:00,+886-905-687-573,"一般客訴,服務態度",2,500,碩博士,0
UID-31579113,2026-03-12 12:48:00,+886-901-564-020,"網路購物詐騙,解除分期付款",279,13395,上班族,1
UID-3be202f9,2026-03-12 12:21:00,+886-904-397-090,"殺豬盤,平台無法出金",7,27928,大專院校,1
UID-af2a8263,2026-03-12 23:44:00,+886-903-889-006,"假投資,內線交易,VIP通道",14,3495255,上班族,1
UID-b0929c54,2026-03-13 05:55:00,+886-902-192-843,"假扣押財產,面交黃金白銀",3,6387347,70+ 長者,1
UID-0226c9d7,2026-03-12 10:19:00,+886-903-880-069,"假投資,資金盤",11,3068392,上班族,1
UID-29a13fea,2026-03-13 05:13:00,+886-905-117-284,"債務不履行,退款延遲",1,500,大專院校,0
UID-ca79baf6,2026-03-12 17:08:00,+886-905-136-267,"債務不履行,退款延遲",2,3000,50-69 中高齡,0
UID-b7d30b91,2026-03-12 10:48:00,+886-905-796-277,"正常投資諮詢,理財規劃",2,3000,學生,0
UID-1e01f655,2026-03-13 05:22:00,+886-903-883-056,"假投資,資金盤",10,2103907,碩博士,1
UID-9ec49388,2026-03-12 19:51:00,+886-904-473-078,"Threads廣告,假兼職",21,144073,大專院校,1
UID-073e289e,2026-03-13 07:20:00,+886-905-500-925,"正常投資諮詢,理財規劃",2,500,學生,0
UID-82698c40,2026-03-12 12:33:00,+886-905-471-321,"司法文書送達,正常公務",2,15000,上班族,0
UID-e67cbddf,2026-03-13 04:19:00,+886-901-268-001,"網路購物詐騙,解除分期付款",163,18849,高中職以下,1
UID-2dc543a0,2026-03-13 06:20:00,+886-903-883-085,"假投資,保證獲利",14,3708300,碩博士,1
UID-4290973e,2026-03-13 01:34:00,+886-905-624-967,"交易糾紛,商品瑕疵",1,500,70+ 長者,0
UID-bf482307,2026-03-12 11:08:00,+886-901-953-044,"網路購物詐騙,解除分期付款",456,25200,高中職以下,1
UID-a14ee360,2026-03-12 18:35:00,+886-905-647-296,"一般客訴,服務態度",1,3000,學生,0
UID-0a50987c,2026-03-12 17:41:00,+886-903-884-011,"假投資,內線交易,VIP通道",10,3253910,50-69 中高齡,1
UID-ece5f8d9,2026-03-12 17:21:00,+886-903-886-080,"假投資,資金盤",15,2500582,上班族,1
UID-558376ce,2026-03-12 09:57:00,+886-903-883-053,"假投資,保證獲利",17,4085811,碩博士,1
UID-0a734a0d,2026-03-12 18:20:00,+886-903-887-009,"假投資,虛擬貨幣,高報酬",12,4273470,上班族,1
UID-9f77627c,2026-03-12 16:13:00,+886-905-577-549,"交易糾紛,商品瑕疵",1,500,70+ 長者,0
UID-ec9073a5,2026-03-13 02:10:00,+886-902-164-127,"假扣押財產,面交黃金白銀",1,7244625,70+ 長者,1
UID-15b3ad6b,2026-03-12 13:31:00,+886-903-881-016,"假投資,虛擬貨幣,高報酬",6,967715,碩博士,1
UID-894a4fb0,2026-03-13 02:00:00,+886-902-132-207,"假扣押財產,面交黃金白銀",2,630785,50-69 中高齡,1
UID-1570e304,2026-03-12 15:44:00,+886-905-317-863,"一般客訴,服務態度",1,3000,70+ 長者,0
UID-62d163b7,2026-03-13 08:59:00,+886-902-196-446,"假檢警,監管帳戶",1,7541749,碩博士,1
UID-342dee50,2026-03-12 12:13:00,+886-905-645-201,"一般客訴,服務態度",1,500,70+ 長者,0
UID-54ed2171,2026-03-13 01:31:00,+886-905-761-709,"債務不履行,退款延遲",1,15000,大專院校,0
UID-0e383f14,2026-03-12 23:54:00,+886-903-884-030,"假投資,資金盤",11,3598193,碩博士,1
UID-de4e4943,2026-03-13 02:41:00,+886-904-169-007,"網路交友,要求儲值,點數卡",28,6913,碩博士,1
UID-fa9f1740,2026-03-13 08:55:00,+886-905-264-407,"交易糾紛,商品瑕疵",1,3000,高中職以下,0
UID-4fca62ac,2026-03-12 15:09:00,+886-901-691-017,"網路購物詐騙,假賣場",5144,16714,學生,1
UID-3273e2f2,2026-03-13 08:33:00,+886-904-438-050,"Threads廣告,假兼職",16,61333,學生,1
UID-5094650a,2026-03-13 07:34:00,+886-905-362-941,"交易糾紛,商品瑕疵",2,0,高中職以下,0
UID-04fcf087,2026-03-12 12:43:00,+886-905-279-723,"司法文書送達,正常公務",1,15000,70+ 長者,0
UID-be87637e,2026-03-13 01:46:00,+886-903-883-057,"假投資,資金盤",6,4275446,50-69 中高齡,1
UID-c155b53f,2026-03-12 16:02:00,+886-905-828-504,"正常投資諮詢,理財規劃",1,3000,大專院校,0
UID-d3bb3afd,2026-03-12 23:49:00,+886-903-884-020,"假投資,內線交易,VIP通道",17,3121739,碩博士,1
UID-27f47dd4,2026-03-12 09:41:00,+886-905-699-944,"一般客訴,服務態度",2,500,碩博士,0
UID-3e0ab22a,2026-03-13 06:56:00,+886-905-563-838,"一般客訴,服務態度",1,500,上班族,0
UID-2e7fcc31,2026-03-12 09:06:00,+886-902-191-419,"假檢警,監管帳戶",3,1609882,碩博士,1
UID-b33fe164,2026-03-12 11:35:00,+886-905-932-688,"債務不履行,退款延遲",1,0,高中職以下,0
UID-d975ccf2,2026-03-13 06:23:00,+886-905-949-159,"正常投資諮詢,理財規劃",1,500,上班族,0
UID-f50a81aa,2026-03-12 22:30:00,+886-905-847-249,"債務不履行,退款延遲",1,3000,大專院校,0
UID-8251abe3,2026-03-12 12:07:00,+886-902-162-415,"假扣押財產,面交黃金白銀",3,2641472,碩博士,1
UID-3f9a8ced,2026-03-12 22:25:00,+886-903-881-095,"假投資,資金盤",15,4127896,碩博士,1
UID-3afc59ac,2026-03-12 18:25:00,+886-901-761-031,"網路購物詐騙,解除分期付款",257,31553,高中職以下,1
UID-8a318ba4,2026-03-12 16:29:00,+886-902-101-162,"假檢警,監管帳戶",2,4454520,50-69 中高齡,1
UID-a5073015,2026-03-13 05:47:00,+886-902-122-638,"假員警,偵查不公開",1,4038362,碩博士,1
UID-da2f466b,2026-03-13 03:15:00,+886-901-446-008,"網路購物詐騙,解除分期付款",195,20670,大專院校,1
UID-e36965a7,2026-03-12 09:04:00,+886-902-172-761,"假員警,偵查不公開",1,3614664,70+ 長者,1
UID-92bac8eb,2026-03-12 13:29:00,+886-901-729-014,"網路購物詐騙,假賣場",232,3679,高中職以下,1
UID-c5e03468,2026-03-12 17:36:00,+886-902-110-344,"假檢警,監管帳戶",1,6044072,50-69 中高齡,1
UID-cf26b7a2,2026-03-12 22:45:00,+886-905-137-491,"正常投資諮詢,理財規劃",1,15000,碩博士,0
UID-10a7be8c,2026-03-12 14:20:00,+886-905-608-811,"一般客訴,服務態度",2,15000,大專院校,0
UID-64671761,2026-03-12 09:06:00,+886-999-999-999,"機器人測試,惡意灌水",13561,0,未知,0
UID-9714acd0,2026-03-13 02:34:00,+886-903-881-020,"假投資,內線交易,VIP通道",18,1426728,50-69 中高齡,1
UID-304d0cc3,2026-03-13 06:32:00,+886-902-132-261,"假員警,偵查不公開",3,5618725,70+ 長者,1
UID-d9a04fb7,2026-03-13 08:14:00,+886-903-888-067,"假投資,資金盤",6,4331789,碩博士,1
UID-1ce79563,2026-03-12 10:04:00,+886-905-798-468,"一般客訴,服務態度",1,500,上班族,0
UID-505a91f2,2026-03-13 06:02:00,+886-901-553-044,"網路購物詐騙,ATM操作",357,14388,高中職以下,1
UID-10c46239,2026-03-12 17:33:00,+886-902-102-265,"假員警,偵查不公開",2,660048,50-69 中高齡,1
UID-6c9645b4,2026-03-12 23:39:00,+886-903-887-071,"假投資,保證獲利",5,4096578,50-69 中高齡,1
UID-baa06991,2026-03-13 05:11:00,+886-903-881-061,"假投資,資金盤",14,712780,碩博士,1
UID-650fbb9a,2026-03-13 05:19:00,+886-904-684-099,"網路交友,要求儲值,點數卡",14,95865,學生,1
UID-13aa62b3,2026-03-13 08:21:00,+886-902-191-164,"假扣押財產,面交黃金白銀",1,4771907,70+ 長者,1
UID-70b75389,2026-03-12 11:01:00,+886-903-886-050,"假投資,保證獲利",11,3765120,50-69 中高齡,1
UID-d0777aec,2026-03-12 09:46:00,+886-905-813-709,"正常投資諮詢,理財規劃",2,500,大專院校,0
UID-835a68c3,2026-03-12 09:41:00,+886-901-201-044,"網路購物詐騙,ATM操作",199,37664,上班族,1
UID-bb74a01a,2026-03-12 11:37:00,+886-903-887-041,"假投資,資金盤",5,3308357,50-69 中高齡,1
UID-dbf64501,2026-03-12 20:15:00,+886-902-108-166,"假檢警,監管帳戶",3,5086335,70+ 長者,1
UID-6fdb44c5,2026-03-12 15:14:00,+886-903-886-081,"假投資,保證獲利",11,2835615,上班族,1
UID-f3bd919b,2026-03-13 03:52:00,+886-902-148-833,"假扣押財產,面交黃金白銀",2,592697,碩博士,1
UID-97761a86,2026-03-13 05:13:00,+886-905-891-180,"正常投資諮詢,理財規劃",1,3000,70+ 長者,0
UID-39da9cf9,2026-03-13 01:53:00,+886-903-884-003,"假投資,虛擬貨幣,高報酬",8,2062377,50-69 中高齡,1
UID-d6a276c5,2026-03-12 10:20:00,+886-905-684-218,"正常投資諮詢,理財規劃",2,3000,碩博士,0
UID-b63d84c1,2026-03-13 00:51:00,+886-904-779-008,"殺豬盤,平台無法出金",26,27773,學生,1
UID-05aa09e1,2026-03-12 18:38:00,+886-903-889-046,"假投資,內線交易,VIP通道",8,1229413,上班族,1
UID-165de25a,2026-03-12 19:38:00,+886-905-181-808,"債務不履行,退款延遲",2,3000,高中職以下,0
UID-adef4d3e,2026-03-12 14:39:00,+886-904-453-058,"網路交友,要求儲值,點數卡",15,134803,學生,1
UID-234c860c,2026-03-13 08:16:00,+886-901-575-043,"網路購物詐騙,解除分期付款",204,44022,高中職以下,1
UID-c87a1a23,2026-03-12 16:55:00,+886-901-424-032,"網路購物詐騙,假賣場",283,28692,高中職以下,1
UID-6dac35c0,2026-03-13 05:54:00,+886-905-917-300,"正常投資諮詢,理財規劃",1,500,上班族,0
UID-519058c9,2026-03-12 15:04:00,+886-902-116-369,"假檢警,監管帳戶",2,4968266,碩博士,1
UID-6d98b9c4,2026-03-12 15:52:00,+886-902-140-442,"假冒郵局,普發現金冒領",3,7166779,70+ 長者,1
UID-4d2a4d85,2026-03-12 15:01:00,+886-901-648-017,"幽靈包裹,超商取貨",247,9131,學生,1
UID-1fa7c4d0,2026-03-12 12:08:00,+886-904-604-023,"網路交友,AI濾鏡假冒",15,134077,學生,1
UID-a52653c1,2026-03-12 13:18:00,+886-901-412-038,"網路購物詐騙,ATM操作",190,44329,高中職以下,1
UID-199a6e25,2026-03-12 09:39:00,+886-903-880-069,"假投資,資金盤",11,3514099,50-69 中高齡,1
UID-f2ae0552,2026-03-12 20:44:00,+886-905-655-361,"一般客訴,服務態度",2,15000,碩博士,0
UID-fe0c0b79,2026-03-12 10:10:00,+886-905-125-606,"司法文書送達,正常公務",2,3000,大專院校,0
UID-99f86853,2026-03-13 03:56:00,+886-903-883-075,"假投資,資金盤",9,4985719,碩博士,1
UID-623d83b9,2026-03-12 13:09:00,+886-904-410-003,"網路交友,AI濾鏡假冒",17,60899,碩博士,1
UID-abe2e414,2026-03-12 17:25:00,+886-905-960-493,"一般客訴,服務態度",2,3000,碩博士,0
UID-085e9140,2026-03-13 05:30:00,+886-901-308-021,"網路購物詐騙,ATM操作",263,18407,大專院校,1
UID-69b24308,2026-03-13 04:57:00,+886-902-168-160,"假冒郵局,普發現金冒領",2,5570147,50-69 中高齡,1
UID-3b6c8f7d,2026-03-12 21:40:00,+886-903-880-025,"假投資,虛擬貨幣,高報酬",6,2425178,上班族,1
UID-4b580824,2026-03-13 07:54:00,+886-905-892-937,"司法文書送達,正常公務",2,500,學生,0
UID-195425f0,2026-03-12 11:22:00,+886-903-889-061,"假投資,內線交易,VIP通道",9,462557,碩博士,1
UID-7c148900,2026-03-12 09:02:00,+886-905-143-819,"交易糾紛,商品瑕疵",1,3000,50-69 中高齡,0
UID-637469fe,2026-03-12 10:35:00,+886-905-865-298,"債務不履行,退款延遲",1,15000,大專院校,0
UID-639727c1,2026-03-13 03:16:00,+886-902-138-390,"假檢警,監管帳戶",1,2914667,70+ 長者,1
UID-2d0293dc,2026-03-12 18:36:00,+886-905-735-382,"司法文書送達,正常公務",1,15000,碩博士,0
UID-1667d42c,2026-03-12 23:14:00,+886-904-793-043,"網路交友,AI濾鏡假冒",8,12419,碩博士,1
UID-f55b1355,2026-03-12 10:37:00,+886-903-881-079,"假投資,保證獲利",13,1414869,上班族,1
UID-c37b39d3,2026-03-13 04:40:00,+886-901-992-048,"幽靈包裹,超商取貨",182,18463,大專院校,1
UID-ae950939,2026-03-12 23:37:00,+886-901-125-045,"幽靈包裹,超商取貨",260,25155,大專院校,1
UID-a766eebf,2026-03-12 21:48:00,+886-905-401-790,"一般客訴,服務態度",1,0,70+ 長者,0
UID-87a03c5f,2026-03-12 13:04:00,+886-902-135-328,"假檢警,監管帳戶",3,4493879,70+ 長者,1
UID-6c6e9517,2026-03-12 21:53:00,+886-903-882-052,"假投資,虛擬貨幣,高報酬",20,3610296,碩博士,1
UID-79ad8784,2026-03-12 18:29:00,+886-902-136-774,"假員警,偵查不公開",1,4895737,70+ 長者,1
UID-809b04b8,2026-03-12 15:08:00,+886-901-512-006,"網路購物詐騙,解除分期付款",216,21998,學生,1
UID-64086ed4,2026-03-12 14:23:00,+886-901-712-001,"網路購物詐騙,ATM操作",232,41474,高中職以下,1
UID-84b71676,2026-03-12 16:33:00,+886-905-577-243,"司法文書送達,正常公務",2,3000,上班族,0
UID-fc6602e9,2026-03-12 19:36:00,+886-905-565-180,"正常投資諮詢,理財規劃",2,3000,大專院校,0
UID-37946bad,2026-03-13 01:23:00,+886-901-439-022,"幽靈包裹,超商取貨",215,12440,上班族,1
UID-f701477c,2026-03-13 01:06:00,+886-905-863-538,"交易糾紛,商品瑕疵",1,500,上班族,0
UID-0850599d,2026-03-12 12:08:00,+886-904-559-028,"網路交友,要求儲值,點數卡",18,109442,學生,1
UID-fcc506e7,2026-03-12 16:45:00,+886-905-501-239,"交易糾紛,商品瑕疵",1,0,50-69 中高齡,0
UID-98ca5646,2026-03-13 04:21:00,+886-901-560-007,"網路購物詐騙,解除分期付款",173,1660,學生,1
UID-f3c01e27,2026-03-12 13:19:00,+886-905-502-583,"債務不履行,退款延遲",2,15000,70+ 長者,0
UID-1cb6e24b,2026-03-12 23:52:00,+886-904-831-023,"殺豬盤,平台無法出金",5,126521,上班族,1
UID-d1b0201a,2026-03-12 17:40:00,+886-905-412-546,"司法文書送達,正常公務",2,0,學生,0
UID-1d671467,2026-03-13 06:37:00,+886-903-883-020,"假投資,資金盤",6,862322,碩博士,1
UID-e23b3fde,2026-03-12 20:49:00,+886-901-350-042,"網路購物詐騙,ATM操作",387,3442,高中職以下,1
UID-0ac6671a,2026-03-12 09:44:00,+886-901-512-035,"幽靈包裹,超商取貨",171,16332,大專院校,1
UID-c8c4ff5a,2026-03-12 22:17:00,+886-902-117-862,"假冒郵局,普發現金冒領",1,2776920,50-69 中高齡,1
UID-a183a3be,2026-03-12 18:18:00,+886-905-897-511,"一般客訴,服務態度",1,15000,碩博士,0
UID-df17b741,2026-03-12 14:55:00,+886-905-834-922,"交易糾紛,商品瑕疵",1,500,學生,0
UID-ef98826f,2026-03-12 09:18:00,+886-902-158-340,"假檢警,監管帳戶",1,3856344,50-69 中高齡,1
UID-2a451e06,2026-03-12 15:39:00,+886-901-690-003,"網路購物詐騙,ATM操作",171,35479,大專院校,1
UID-03a804f1,2026-03-12 13:02:00,+886-904-927-052,"網路交友,要求儲值,點數卡",16,65340,大專院校,1
UID-8b33b276,2026-03-12 17:23:00,+886-905-638-846,"正常投資諮詢,理財規劃",1,3000,高中職以下,0
UID-e140d523,2026-03-12 20:30:00,+886-902-199-185,"假檢警,監管帳戶",1,716632,50-69 中高齡,1
UID-5e9c40aa,2026-03-13 07:23:00,+886-902-152-260,"假員警,偵查不公開",3,4350058,50-69 中高齡,1
UID-44e3d30a,2026-03-12 09:08:00,+886-905-672-665,"司法文書送達,正常公務",2,0,學生,0
UID-dd37cf7e,2026-03-12 18:41:00,+886-903-887-003,"假投資,資金盤",17,1922774,碩博士,1
UID-622923fd,2026-03-12 16:02:00,+886-902-140-212,"假員警,偵查不公開",1,1972914,50-69 中高齡,1
UID-fd1fb404,2026-03-12 09:10:00,+886-999-999-999,"機器人測試,惡意灌水",11595,0,未知,0
UID-4051e0bc,2026-03-13 06:33:00,+886-904-816-056,"網路交友,AI濾鏡假冒",3,115253,碩博士,1
UID-2eac8752,2026-03-13 07:45:00,+886-901-185-035,"網路購物詐騙,ATM操作",166,34069,上班族,1
UID-511775ec,2026-03-13 06:23:00,+886-904-665-021,"Threads廣告,假兼職",10,142688,碩博士,1
UID-83182286,2026-03-13 02:18:00,+886-904-818-008,"Threads廣告,假兼職",20,29096,大專院校,1
UID-718e839d,2026-03-12 21:55:00,+886-905-712-708,"正常投資諮詢,理財規劃",2,15000,50-69 中高齡,0
UID-c7df1af9,2026-03-12 09:16:00,+886-904-951-065,"殺豬盤,平台無法出金",22,77349,上班族,1
UID-5855f2ec,2026-03-12 18:06:00,+886-902-128-610,"假冒郵局,普發現金冒領",1,1261620,70+ 長者,1
UID-288f7db3,2026-03-12 14:13:00,+886-903-887-011,"假投資,保證獲利",15,3360545,碩博士,1
UID-ed64cbba,2026-03-12 11:16:00,+886-905-713-368,"交易糾紛,商品瑕疵",2,3000,上班族,0
UID-a0311adb,2026-03-12 09:22:00,+886-905-953-507,"債務不履行,退款延遲",2,15000,學生,0
UID-31bfee72,2026-03-12 19:45:00,+886-904-592-039,"網路交友,AI濾鏡假冒",10,130038,碩博士,1
UID-82c6ca53,2026-03-12 21:13:00,+886-904-407-067,"Threads廣告,假兼職",19,109811,大專院校,1
UID-85372bb2,2026-03-12 22:21:00,+886-902-136-238,"假扣押財產,面交黃金白銀",1,2522940,50-69 中高齡,1
UID-3beaabd5,2026-03-13 08:55:00,+886-904-277-002,"網路交友,要求儲值,點數卡",19,79971,學生,1
UID-6ec4c134,2026-03-12 10:37:00,+886-903-885-046,"假投資,保證獲利",15,640628,上班族,1
UID-63a95de9,2026-03-13 07:50:00,+886-901-107-049,"網路購物詐騙,ATM操作",165,34203,大專院校,1
UID-bcffaacf,2026-03-12 20:22:00,+886-901-787-036,"幽靈包裹,超商取貨",624,23457,上班族,1
UID-b2311f32,2026-03-12 09:03:00,+886-999-999-999,"機器人測試,惡意灌水",11057,0,未知,0
UID-df2509c1,2026-03-12 19:48:00,+886-905-836-383,"正常投資諮詢,理財規劃",1,15000,70+ 長者,0
UID-93cc1236,2026-03-12 16:02:00,+886-901-657-011,"幽靈包裹,超商取貨",248,17487,大專院校,1
UID-db7bbe99,2026-03-13 05:48:00,+886-905-640-560,"一般客訴,服務態度",2,15000,50-69 中高齡,0
UID-fb568bea,2026-03-12 12:17:00,+886-901-703-036,"網路購物詐騙,假賣場",174,17822,學生,1
UID-034efced,2026-03-13 01:47:00,+886-904-675-001,"網路交友,AI濾鏡假冒",26,116806,上班族,1
UID-228fb544,2026-03-12 17:04:00,+886-901-296-033,"網路購物詐騙,假賣場",458,7366,高中職以下,1
UID-289e3c90,2026-03-12 11:13:00,+886-903-889-030,"假投資,保證獲利",18,3857255,上班族,1
